id,age,gender,province,population_group,monthly_income,education_level,employment_status,main_income_source,uses_bank_account,withdrawal_frequency,withdrawal_percentage,preferred_withdrawal_channel,reason_for_cash_use
7335,18,Female,Gauteng,Coloured,32380.0,Tertiary,Employed,Salary,Yes,Weekly,13,ATM,Personal preference
7336,19,Female,Limpopo,Black African,5380.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7337,23,Male,Gauteng,Black African,16200.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7338,32,Male,Gauteng,Black African,16980.0,Tertiary,Employed,Salary,Yes,Daily,85,ATM,Too little money
7339,39,Male,Mpumalanga,Black African,1740.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7340,38,Male,Western Cape,Black African,19080.0,Secondary,Employed,Salary,Yes,Weekly,43,Bank branch,Personal preference
7341,34,Female,Gauteng,Black African,1710.0,Primary,Self-employed,Salary,Yes,Weekly,71,ATM,Personal preference
7342,31,Male,KwaZulu-Natal,Coloured,1840.0,Primary,Unemployed,Remittances,Yes,Daily,84,Retail store,Too little money
7343,32,Female,Gauteng,Black African,14950.0,Secondary,Employed,Salary,Yes,Monthly,82,ATM,Personal preference
7344,27,Female,KwaZulu-Natal,Black African,8680.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7345,23,Male,North West,Black African,7030.0,Primary,Unemployed,Grants,Yes,Monthly,37,ATM,Personal preference
7346,26,Male,KwaZulu-Natal,Coloured,6850.0,No formal education,Unemployed,Remittances,Yes,Weekly,61,ATM,Personal preference
7347,28,Male,Free State,Black African,730.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7348,31,Female,KwaZulu-Natal,Black African,950.0,No formal education,Unemployed,Grants,Yes,Weekly,70,Bank branch,Personal preference
7349,18,Male,Mpumalanga,Black African,5930.0,Tertiary,Employed,Salary,Yes,Daily,71,ATM,Personal preference
7350,51,Male,Gauteng,Black African,11550.0,Secondary,Unemployed,Other,Yes,Monthly,46,Bank branch,Other
7351,25,Female,Gauteng,Black African,6690.0,Secondary,Employed,Salary,Yes,Less often,57,Retail store,Privacy
7352,23,Male,Gauteng,Black African,9200.0,Primary,Self-employed,Remittances,Yes,Weekly,31,ATM,Too little money
7353,41,Female,Eastern Cape,Black African,5670.0,Primary,Self-employed,Salary,Yes,Weekly,58,ATM,Personal preference
7354,36,Female,Mpumalanga,Black African,1960.0,No formal education,Self-employed,Remittances,Yes,Weekly,46,ATM,Personal preference
7355,21,Female,Limpopo,White,27630.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7356,32,Female,KwaZulu-Natal,Coloured,2020.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7357,64,Male,Free State,White,31170.0,Secondary,Retired,Grants,Yes,Less often,0,ATM,Too little money
7358,25,Female,Free State,Black African,1970.0,Secondary,Unemployed,Remittances,Yes,Weekly,62,ATM,Personal preference
7359,34,Male,Western Cape,Black African,9660.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7360,32,Male,Free State,Black African,830.0,No formal education,Unemployed,Remittances,Yes,Monthly,80,ATM,To avoid fees
7361,34,Male,North West,Black African,2440.0,No formal education,Employed,Salary,Yes,Less often,64,ATM,Too little money
7362,34,Female,Gauteng,Indian/Asian,11620.0,Secondary,Self-employed,Grants,Yes,Monthly,52,Retail store,Too little money
7363,40,Male,Western Cape,Black African,11640.0,Secondary,Self-employed,Remittances,Yes,Less often,100,ATM,To avoid fees
7364,46,Male,Western Cape,White,63140.0,Secondary,Employed,Salary,Yes,Monthly,31,ATM,Personal preference
7365,30,Male,Gauteng,Black African,2220.0,Secondary,Student,Remittances,No,Less often,100,None,No bank account
7366,51,Female,North West,Black African,5040.0,Primary,Employed,Salary,Yes,Monthly,31,Retail store,Other
7367,42,Female,Western Cape,Black African,7070.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7368,18,Male,Gauteng,Black African,2060.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7369,36,Male,Eastern Cape,Black African,3630.0,Primary,Employed,Salary,Yes,Less often,65,ATM,Too little money
7370,44,Male,Free State,Black African,890.0,No formal education,Unemployed,Grants,No,Less often,100,None,No bank account
7371,32,Female,Gauteng,Black African,3860.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7372,34,Female,Gauteng,Black African,5170.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7373,27,Male,KwaZulu-Natal,Black African,3110.0,Tertiary,Employed,Salary,Yes,Less often,71,ATM,Personal preference
7374,37,Female,KwaZulu-Natal,Indian/Asian,12740.0,No formal education,Employed,Salary,Yes,Weekly,28,Retail store,Too little money
7375,18,Female,Limpopo,Black African,1550.0,No formal education,Unemployed,Remittances,No,Less often,100,None,No bank account
7376,26,Female,Eastern Cape,Black African,1880.0,Secondary,Unemployed,Remittances,Yes,Weekly,76,ATM,Personal preference
7377,48,Male,Western Cape,Black African,7550.0,Secondary,Employed,Salary,Yes,Monthly,82,ATM,Too little money
7378,28,Male,Gauteng,Black African,2830.0,Primary,Employed,Salary,Yes,Monthly,81,ATM,Too little money
7379,31,Other,Western Cape,Black African,6260.0,Secondary,Self-employed,Remittances,No,Less often,100,None,No bank account
7380,30,Male,Western Cape,Coloured,6940.0,Primary,Employed,Salary,Yes,Less often,36,ATM,Too little money
7381,20,Female,KwaZulu-Natal,Black African,1970.0,No formal education,Employed,Salary,Yes,Monthly,67,ATM,Personal preference
7382,51,Female,Western Cape,Black African,11650.0,Primary,Employed,Salary,Yes,Monthly,74,ATM,Other
7383,34,Female,Mpumalanga,Indian/Asian,50440.0,Tertiary,Employed,Salary,Yes,Monthly,45,Retail store,Too little money
7384,63,Female,KwaZulu-Natal,Indian/Asian,23830.0,Tertiary,Retired,Pension,No,Less often,100,None,No bank account
7385,41,Female,Mpumalanga,Black African,19140.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7386,42,Male,Mpumalanga,Black African,2800.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7387,40,Female,North West,Black African,6180.0,No formal education,Employed,Salary,Yes,Monthly,77,Retail store,Too little money
7388,55,Female,KwaZulu-Natal,Black African,7880.0,Secondary,Unemployed,Grants,Yes,Monthly,39,ATM,To avoid fees
7389,66,Male,Limpopo,Black African,3920.0,Primary,Retired,Grants,Yes,Monthly,84,ATM,Too little money
7390,45,Female,Gauteng,Black African,4640.0,Secondary,Employed,Salary,Yes,Weekly,65,Retail store,Too little money
7391,46,Female,Northern Cape,Black African,530.0,No formal education,Unemployed,Grants,Yes,Less often,81,ATM,Too little money
7392,41,Male,Western Cape,Black African,24760.0,Tertiary,Self-employed,Grants,Yes,Monthly,62,ATM,Too little money
7393,38,Female,Gauteng,Indian/Asian,20120.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7394,47,Male,Western Cape,Black African,16070.0,Tertiary,Self-employed,Remittances,Yes,Less often,73,ATM,Personal preference
7395,23,Female,Eastern Cape,Black African,9320.0,Secondary,Employed,Salary,Yes,Weekly,71,ATM,Personal preference
7396,49,Male,Western Cape,Black African,8040.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7397,21,Female,Limpopo,Black African,1730.0,Secondary,Unemployed,Other,No,Less often,100,None,No bank account
7398,49,Male,Mpumalanga,Black African,4380.0,Primary,Employed,Salary,Yes,Weekly,85,ATM,Too little money
7399,28,Other,Eastern Cape,Black African,8560.0,Tertiary,Employed,Salary,Yes,Weekly,82,Bank branch,Too little money
7400,24,Female,Eastern Cape,Black African,3090.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7401,27,Female,Limpopo,Black African,4360.0,Secondary,Employed,Salary,Yes,Daily,58,ATM,Too little money
7402,18,Female,Gauteng,Black African,3800.0,Secondary,Employed,Salary,Yes,Weekly,69,ATM,Other
7403,33,Male,Gauteng,Black African,4490.0,Primary,Employed,Salary,Yes,Monthly,64,ATM,Privacy
7404,24,Male,Western Cape,Black African,1760.0,Secondary,Employed,Salary,Yes,Less often,80,ATM,Other
7405,30,Female,Western Cape,Black African,11600.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7406,33,Male,Limpopo,Black African,7970.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7407,21,Male,Western Cape,Black African,16690.0,Primary,Employed,Salary,Yes,Less often,57,ATM,Personal preference
7408,50,Male,Western Cape,Black African,33750.0,Secondary,Employed,Salary,Yes,Less often,22,Retail store,Too little money
7409,39,Female,Limpopo,Black African,5830.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7410,30,Male,Limpopo,Black African,1330.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7411,37,Female,KwaZulu-Natal,Black African,4460.0,Secondary,Unemployed,Grants,Yes,Weekly,83,ATM,Too little money
7412,24,Male,Northern Cape,Black African,3960.0,Primary,Employed,Salary,Yes,Less often,60,ATM,Personal preference
7413,42,Male,Gauteng,Black African,900.0,Primary,Unemployed,Grants,Yes,Weekly,100,ATM,Too little money
7414,37,Female,Western Cape,Black African,2810.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7415,37,Male,Western Cape,White,59920.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7416,43,Male,Gauteng,Black African,5930.0,Tertiary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
7417,39,Male,North West,Black African,4690.0,Secondary,Employed,Salary,Yes,Monthly,62,Retail store,Too little money
7418,35,Male,Western Cape,Coloured,7570.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7419,55,Female,Mpumalanga,Black African,3460.0,Primary,Employed,Salary,Yes,Less often,74,ATM,Personal preference
7420,24,Female,KwaZulu-Natal,Black African,2750.0,No formal education,Unemployed,Grants,No,Less often,100,None,No bank account
7421,39,Male,North West,Black African,5310.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7422,34,Female,Gauteng,Black African,8340.0,Secondary,Employed,Salary,Yes,Daily,58,ATM,To avoid fees
7423,30,Male,Gauteng,Black African,12110.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7424,60,Male,KwaZulu-Natal,Black African,2190.0,Secondary,Retired,Pension,No,Less often,100,None,No bank account
7425,54,Female,Limpopo,Black African,2770.0,Primary,Unemployed,Remittances,Yes,Less often,85,ATM,Too little money
7426,44,Male,Northern Cape,Black African,2450.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7427,27,Male,Gauteng,Black African,1920.0,Primary,Unemployed,Grants,Yes,Weekly,90,ATM,Personal preference
7428,33,Male,North West,Black African,1690.0,Primary,Unemployed,Grants,Yes,Less often,66,ATM,Privacy
7429,23,Female,Western Cape,Coloured,5750.0,Primary,Employed,Salary,Yes,Monthly,70,ATM,Too little money
7430,35,Female,Eastern Cape,Coloured,2930.0,Primary,Unemployed,Grants,Yes,Weekly,75,ATM,Personal preference
7431,29,Female,KwaZulu-Natal,Black African,13800.0,Tertiary,Employed,Salary,Yes,Monthly,35,ATM,Personal preference
7432,21,Female,Eastern Cape,Black African,6770.0,Tertiary,Employed,Salary,Yes,Less often,76,ATM,Too little money
7433,36,Male,Mpumalanga,Black African,2810.0,Secondary,Employed,Salary,Yes,Monthly,82,ATM,Other
7434,47,Female,Western Cape,Coloured,4710.0,Primary,Employed,Salary,Yes,Weekly,61,ATM,Too little money
7435,40,Female,Free State,Black African,7720.0,Tertiary,Employed,Salary,Yes,Weekly,12,ATM,Personal preference
7436,50,Female,Limpopo,Coloured,4700.0,Primary,Employed,Salary,Yes,Daily,92,Bank branch,Too little money
7437,40,Female,KwaZulu-Natal,White,10370.0,Secondary,Unemployed,Grants,Yes,Monthly,54,ATM,To avoid fees
7438,59,Male,North West,Black African,2590.0,Primary,Unemployed,Grants,Yes,Monthly,70,Retail store,Personal preference
7439,30,Male,KwaZulu-Natal,Coloured,6370.0,Secondary,Self-employed,Grants,Yes,Weekly,35,ATM,Too little money
7440,28,Male,North West,Coloured,3770.0,Primary,Employed,Salary,Yes,Monthly,66,ATM,Personal preference
7441,18,Male,Western Cape,Black African,3550.0,Primary,Employed,Salary,Yes,Weekly,87,ATM,Personal preference
7442,18,Female,Western Cape,Black African,9780.0,Secondary,Employed,Salary,Yes,Weekly,93,Bank branch,Too little money
7443,40,Female,KwaZulu-Natal,Black African,12730.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7444,29,Female,KwaZulu-Natal,Black African,4680.0,Primary,Employed,Salary,Yes,Less often,78,ATM,Personal preference
7445,45,Male,KwaZulu-Natal,Black African,11530.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7446,49,Female,Mpumalanga,Black African,3840.0,Secondary,Employed,Salary,Yes,Weekly,84,ATM,Personal preference
7447,27,Female,Gauteng,Black African,6310.0,No formal education,Employed,Salary,Yes,Monthly,45,ATM,Too little money
7448,38,Male,Northern Cape,Black African,1130.0,Secondary,Employed,Salary,Yes,Monthly,78,ATM,Personal preference
7449,52,Male,Gauteng,Black African,5720.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7450,43,Male,Gauteng,Black African,770.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
7451,30,Female,Mpumalanga,Indian/Asian,9700.0,Primary,Self-employed,Salary,Yes,Monthly,59,ATM,Too little money
7452,23,Female,Eastern Cape,Black African,520.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7453,41,Male,North West,Coloured,15480.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7454,28,Female,Gauteng,Black African,10890.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7455,22,Female,Eastern Cape,Black African,6970.0,Secondary,Unemployed,Grants,Yes,Less often,56,Retail store,Personal preference
7456,26,Male,Eastern Cape,Black African,640.0,Secondary,Unemployed,Grants,Yes,Monthly,81,ATM,Privacy
7457,55,Female,Gauteng,Black African,24110.0,Tertiary,Student,Grants,No,Less often,100,None,No bank account
7458,34,Female,Gauteng,Black African,7650.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7459,51,Male,Gauteng,Black African,3410.0,Tertiary,Unemployed,Grants,No,Less often,100,None,No bank account
7460,25,Female,Western Cape,Black African,11160.0,Secondary,Employed,Salary,Yes,Monthly,29,ATM,Too little money
7461,41,Female,Gauteng,Black African,11760.0,Secondary,Employed,Salary,Yes,Less often,39,Retail store,To avoid fees
7462,45,Male,Limpopo,Black African,8550.0,Tertiary,Unemployed,Remittances,No,Less often,100,None,No bank account
7463,41,Male,Gauteng,Black African,22890.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7464,49,Female,KwaZulu-Natal,Black African,12570.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7465,18,Male,Mpumalanga,Black African,840.0,Secondary,Self-employed,Other,No,Less often,100,None,No bank account
7466,24,Female,Gauteng,Black African,3400.0,Primary,Self-employed,Other,Yes,Weekly,81,Bank branch,Too little money
7467,18,Female,Eastern Cape,Black African,1190.0,Primary,Unemployed,Grants,Yes,Monthly,66,ATM,Too little money
7468,35,Male,Gauteng,Black African,6010.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7469,45,Female,Eastern Cape,Black African,750.0,Primary,Employed,Salary,Yes,Less often,64,ATM,Too little money
7470,41,Male,Gauteng,Black African,3210.0,Primary,Employed,Salary,Yes,Daily,99,Retail store,Too little money
7471,33,Female,Eastern Cape,Black African,3990.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7472,50,Female,KwaZulu-Natal,Black African,8060.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7473,28,Male,North West,Black African,810.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7474,32,Female,Gauteng,Black African,8230.0,Secondary,Employed,Salary,Yes,Daily,41,Bank branch,Too little money
7475,28,Female,KwaZulu-Natal,Black African,1220.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7476,38,Female,Western Cape,Black African,26840.0,Tertiary,Unemployed,Remittances,No,Less often,100,None,No bank account
7477,38,Male,KwaZulu-Natal,Black African,14860.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7478,33,Male,Limpopo,Black African,6110.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7479,19,Female,Eastern Cape,Black African,2520.0,Primary,Retired,Grants,No,Less often,100,None,No bank account
7480,18,Female,Gauteng,Black African,6080.0,Secondary,Self-employed,Grants,Yes,Monthly,95,Bank branch,Personal preference
7481,27,Male,Free State,Black African,17110.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7482,22,Female,Gauteng,Black African,6070.0,Primary,Employed,Salary,Yes,Weekly,52,ATM,Personal preference
7483,21,Female,KwaZulu-Natal,Black African,3730.0,Tertiary,Unemployed,Grants,Yes,Monthly,100,ATM,Personal preference
7484,63,Male,Mpumalanga,Black African,5800.0,Secondary,Retired,Grants,Yes,Less often,91,ATM,Personal preference
7485,29,Male,Eastern Cape,Coloured,2480.0,Primary,Unemployed,Remittances,Yes,Weekly,61,ATM,Personal preference
7486,37,Female,Limpopo,Black African,520.0,Primary,Unemployed,Other,Yes,Weekly,61,ATM,To avoid fees
7487,43,Male,KwaZulu-Natal,Black African,3560.0,Primary,Employed,Salary,Yes,Weekly,78,ATM,Too little money
7488,27,Male,Northern Cape,Black African,5450.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7489,27,Male,Gauteng,Black African,9900.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7490,18,Female,Mpumalanga,Coloured,700.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7491,49,Female,Gauteng,Black African,12560.0,Tertiary,Employed,Salary,Yes,Monthly,52,ATM,Personal preference
7492,43,Female,Western Cape,Coloured,7920.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
7493,43,Other,KwaZulu-Natal,Black African,3300.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7494,59,Female,Western Cape,Black African,2320.0,Secondary,Unemployed,Grants,Yes,Monthly,88,Retail store,Too little money
7495,58,Male,Gauteng,Black African,3410.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7496,39,Female,North West,Black African,13610.0,Secondary,Employed,Salary,Yes,Monthly,43,ATM,Too little money
7497,18,Female,Eastern Cape,Coloured,1480.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7498,27,Female,Western Cape,Coloured,8690.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7499,38,Male,Western Cape,Black African,5100.0,Secondary,Employed,Salary,Yes,Less often,66,Retail store,Too little money
7500,34,Female,Limpopo,Black African,6010.0,Secondary,Unemployed,Grants,Yes,Weekly,98,Retail store,Too little money
7501,49,Male,Gauteng,Black African,8490.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7502,19,Male,Gauteng,Black African,8190.0,Secondary,Employed,Salary,Yes,Less often,82,ATM,Personal preference
7503,40,Male,KwaZulu-Natal,Black African,8170.0,Secondary,Employed,Salary,Yes,Weekly,79,ATM,Personal preference
7504,57,Female,Limpopo,Indian/Asian,8350.0,Secondary,Employed,Salary,Yes,Weekly,62,ATM,Too little money
7505,18,Female,KwaZulu-Natal,Black African,11950.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7506,29,Female,Eastern Cape,Black African,3370.0,Secondary,Employed,Salary,Yes,Monthly,60,ATM,Too little money
7507,40,Male,KwaZulu-Natal,Black African,6590.0,Primary,Employed,Salary,Yes,Weekly,60,Retail store,To avoid fees
7508,21,Male,KwaZulu-Natal,Black African,3770.0,Secondary,Employed,Salary,Yes,Weekly,65,ATM,To avoid fees
7509,28,Female,Limpopo,Black African,1430.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7510,40,Female,Gauteng,Black African,6770.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7511,23,Male,Western Cape,White,22070.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7512,18,Male,Free State,Coloured,3560.0,Secondary,Employed,Salary,Yes,Weekly,54,ATM,Personal preference
7513,29,Female,Gauteng,Black African,4380.0,Primary,Employed,Salary,Yes,Less often,66,ATM,Other
7514,33,Female,KwaZulu-Natal,Black African,3210.0,Primary,Employed,Salary,Yes,Monthly,47,Bank branch,Too little money
7515,19,Female,North West,White,7150.0,No formal education,Employed,Salary,Yes,Weekly,52,ATM,Other
7516,27,Male,Western Cape,Black African,11660.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7517,27,Female,Gauteng,Black African,3760.0,Primary,Unemployed,Grants,Yes,Monthly,60,ATM,Personal preference
7518,42,Female,Eastern Cape,Black African,3390.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7519,30,Male,North West,Black African,2320.0,Primary,Employed,Salary,Yes,Less often,85,ATM,Too little money
7520,36,Female,Limpopo,Black African,8840.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7521,50,Female,Gauteng,Coloured,9730.0,Primary,Employed,Salary,Yes,Less often,56,Retail store,Too little money
7522,26,Male,Free State,Black African,4540.0,Secondary,Employed,Salary,Yes,Weekly,78,ATM,Personal preference
7523,44,Male,KwaZulu-Natal,Black African,4120.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7524,40,Male,Gauteng,Black African,6220.0,Secondary,Employed,Salary,Yes,Monthly,14,ATM,Too little money
7525,27,Female,Eastern Cape,Black African,9330.0,Primary,Unemployed,Grants,No,Less often,100,None,No bank account
7526,41,Male,Gauteng,Black African,10580.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7527,30,Male,Mpumalanga,Black African,7860.0,Secondary,Unemployed,Grants,No,Less often,100,None,No bank account
7528,36,Female,KwaZulu-Natal,Black African,1480.0,Tertiary,Unemployed,Remittances,Yes,Weekly,100,ATM,Personal preference
7529,35,Male,KwaZulu-Natal,Coloured,9960.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7530,29,Female,Eastern Cape,Black African,3710.0,No formal education,Employed,Salary,Yes,Weekly,71,ATM,Personal preference
7531,18,Male,Gauteng,Black African,9430.0,Secondary,Employed,Salary,Yes,Weekly,70,ATM,Personal preference
7532,47,Male,KwaZulu-Natal,Black African,3010.0,Primary,Employed,Salary,Yes,Monthly,70,ATM,Personal preference
7533,48,Male,Gauteng,Black African,9440.0,Secondary,Employed,Salary,Yes,Weekly,62,ATM,Too little money
7534,20,Male,North West,Coloured,6240.0,Primary,Employed,Salary,Yes,Weekly,40,ATM,Too little money
7535,18,Female,Eastern Cape,Black African,6800.0,Tertiary,Employed,Salary,Yes,Monthly,59,Retail store,Other
7536,26,Female,Gauteng,Black African,2550.0,Secondary,Unemployed,Remittances,No,Less often,100,None,No bank account
7537,18,Female,Limpopo,Black African,3630.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7538,51,Male,Gauteng,Black African,5410.0,Secondary,Employed,Salary,Yes,Weekly,68,ATM,Privacy
7539,45,Male,Gauteng,White,42790.0,Tertiary,Employed,Salary,Yes,Monthly,59,ATM,To avoid fees
7540,21,Female,Gauteng,White,14830.0,Primary,Self-employed,Salary,Yes,Monthly,78,ATM,Privacy
7541,18,Female,KwaZulu-Natal,Black African,2740.0,Primary,Self-employed,Salary,No,Less often,100,None,No bank account
7542,37,Female,Limpopo,Black African,2250.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
7543,34,Male,Gauteng,Black African,9560.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7544,39,Male,Gauteng,Black African,9160.0,Primary,Employed,Salary,Yes,Monthly,58,ATM,Too little money
7545,30,Male,Gauteng,White,17420.0,Secondary,Employed,Salary,Yes,Monthly,37,ATM,Too little money
7546,23,Male,Eastern Cape,Black African,1240.0,Primary,Self-employed,Remittances,Yes,Weekly,100,ATM,To avoid fees
7547,48,Male,Gauteng,Black African,25310.0,Secondary,Employed,Salary,Yes,Weekly,14,ATM,Too little money
7548,43,Female,Eastern Cape,Black African,2130.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7549,34,Female,KwaZulu-Natal,Black African,3710.0,Primary,Employed,Salary,Yes,Weekly,75,ATM,Personal preference
7550,38,Female,Limpopo,Coloured,1750.0,No formal education,Employed,Salary,No,Less often,100,None,No bank account
7551,41,Female,North West,Black African,10170.0,No formal education,Retired,Pension,No,Less often,100,None,No bank account
7552,44,Male,Eastern Cape,Black African,950.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7553,26,Female,Limpopo,Black African,1020.0,Secondary,Unemployed,Grants,Yes,Less often,63,ATM,To avoid fees
7554,39,Female,Limpopo,Black African,11020.0,Secondary,Self-employed,Salary,Yes,Less often,100,ATM,Too little money
7555,26,Male,Gauteng,White,5730.0,Secondary,Employed,Salary,Yes,Monthly,46,ATM,Other
7556,18,Female,Gauteng,Black African,8330.0,Secondary,Employed,Salary,Yes,Monthly,38,ATM,Personal preference
7557,39,Male,Eastern Cape,Black African,4560.0,Primary,Unemployed,Grants,Yes,Weekly,53,ATM,Personal preference
7558,28,Male,Gauteng,Black African,1660.0,Secondary,Employed,Salary,Yes,Less often,69,ATM,To avoid fees
7559,22,Male,Limpopo,Black African,5070.0,Secondary,Employed,Salary,Yes,Weekly,95,ATM,Too little money
7560,25,Female,Gauteng,Black African,8060.0,Tertiary,Employed,Salary,Yes,Weekly,80,Retail store,Too little money
7561,40,Male,Limpopo,Black African,16450.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7562,31,Male,Northern Cape,Black African,840.0,Primary,Unemployed,Remittances,No,Less often,100,None,No bank account
7563,18,Male,KwaZulu-Natal,Black African,4070.0,Primary,Employed,Salary,No,Less often,100,None,No bank account
7564,18,Male,Limpopo,White,8140.0,Primary,Employed,Salary,Yes,Monthly,67,ATM,Personal preference
7565,28,Female,Western Cape,Black African,5750.0,Secondary,Employed,Salary,Yes,Monthly,41,Retail store,Too little money
7566,34,Male,Gauteng,Black African,4670.0,Primary,Retired,Pension,Yes,Monthly,61,ATM,Personal preference
7567,57,Male,KwaZulu-Natal,Black African,1700.0,No formal education,Employed,Salary,Yes,Monthly,100,ATM,Too little money
7568,30,Female,KwaZulu-Natal,White,11030.0,Primary,Employed,Salary,Yes,Weekly,69,ATM,Personal preference
7569,37,Female,Free State,Black African,10350.0,Secondary,Employed,Salary,No,Less often,100,None,No bank account
7570,29,Male,KwaZulu-Natal,Black African,1270.0,No formal education,Self-employed,Salary,No,Less often,100,None,No bank account
7571,28,Male,Limpopo,Black African,2740.0,Primary,Employed,Salary,Yes,Less often,69,ATM,Too little money
7572,20,Female,Western Cape,White,13390.0,Secondary,Employed,Salary,Yes,Weekly,74,ATM,Too little money
7573,34,Male,Mpumalanga,Black African,3200.0,Primary,Employed,Salary,Yes,Less often,93,Retail store,Personal preference
7574,27,Female,Gauteng,White,25560.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7575,48,Female,North West,Black African,3850.0,Secondary,Employed,Salary,Yes,Weekly,83,ATM,Personal preference
7576,32,Female,Western Cape,Black African,19590.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7577,33,Male,Limpopo,Black African,3770.0,Primary,Employed,Salary,Yes,Monthly,83,Retail store,Personal preference
7578,30,Male,Gauteng,Black African,2830.0,No formal education,Unemployed,Remittances,Yes,Monthly,86,Retail store,Too little money
7579,26,Male,Gauteng,Black African,20390.0,Tertiary,Employed,Salary,No,Less often,100,None,No bank account
7580,29,Male,KwaZulu-Natal,White,9460.0,Secondary,Employed,Salary,Yes,Weekly,49,ATM,Personal preference
7581,29,Female,North West,Black African,2150.0,Secondary,Employed,Salary,Yes,Weekly,92,ATM,Privacy
7582,21,Male,Eastern Cape,Black African,2080.0,Tertiary,Unemployed,Grants,Yes,Daily,83,Bank branch,Personal preference
7583,39,Male,Limpopo,Black African,5270.0,Secondary,Employed,Salary,Yes,Monthly,100,ATM,Too little money
